duration-s	episode-class	frequency-measure	frequency-threshold	num-candidates	num-frequent-episodes	status	window-width	num-frequent-1-episodes	num-frequent-2-episodes	num-frequent-3-episodes	num-frequent-4-episodes	num-frequent-5-episodes	num-frequent-6-episodes	num-frequent-7-episodes	num-frequent-8-episodes	num-frequent-9-episodes	num-frequent-10-episodes	num-frequent-11-episodes	percentage-frequent-of-candidates
11.827055509000001	serial	fixed-windows	632	829384	958	success	180	910	48	0	0	0	0	0	0	0	0	0	0.0011550741273041196
17.136275659	serial	fixed-windows	632	1233976	3521	success	360	1107	2219	194	1	0	0	0	0	0	0	0	0.0028533780235596154
19.341810955	serial	fixed-windows	632	1275777	13954	success	540	1107	6044	5859	895	48	1	0	0	0	0	0	0.010937648194002557
26.656959908	serial	fixed-windows	632	1812542	58162	success	720	1280	11104	25149	16491	3630	458	47	3	0	0	0	0.03208863573919942
36.605969521	serial	fixed-windows	632	2258822	310661	success	900	1280	17219	68372	112317	73845	27970	7720	1654	258	25	1	0.1375323066624993
