count	time
297	3079571
298	3079590
299	3079712
300	3079735
301	3079769
302	3079890
303	3079933
304	3079966
305	3079985
306	3080061
307	3080133
308	3080216
309	3080241
310	3080317
311	3080331
312	3080381
313	3080524
314	3080530
315	3080537
316	3080665
317	3080707
318	3080721
319	3080722
320	3080863
321	3080879
322	3080972
323	3081010
324	3081056
325	3081078
326	3081119
327	3081174
328	3081222
329	3081286
330	3081308
331	3081337
332	3081381
333	3081386
334	3081533
335	3081570
336	3081623
337	3081641
338	3081730
339	3081770
340	3081840
341	3081889
342	3081953
343	3082041
344	3082044
345	3082095
346	3082235
347	3082256
348	3082257
349	3082293
350	3082301
351	3082399
352	3082433
353	3082450
354	3082526
355	3082527
356	3082711
357	3082732
358	3082845
359	3082919
360	3083040
361	3083083
362	3083152
363	3083158
364	3083209
365	3083242
366	3083286
367	3083320
368	3083340
369	3083389
370	3083448
371	3083498
372	3083533
373	3083539
374	3083697
375	3083701
376	3083713
377	3083739
378	3083764
379	3083920
380	3083928
381	3083981
382	3084138
383	3084209
384	3084388
385	3084390
386	3084434
387	3084436
388	3084491
389	3084536
390	3084601
391	3084606
392	3084613
393	3084668
394	3084768
395	3084789
396	3084793
397	3084811
398	3084925
399	3084978
400	3085022
401	3085070
402	3085171
403	3085233
404	3085236
405	3085243
406	3085370
407	3085389
408	3085438
409	3085454
410	3085534
411	3085583
412	3085746
413	3085800
414	3085829
415	3085951
416	3086003
417	3086010
418	3086161
419	3086224
420	3086306
421	3086308
422	3086467
423	3086650
424	3086769
425	3086922
426	3086932
427	3087345
428	3087411
429	3087485
430	3087610
431	3087654
432	3087827
433	3087839
434	3088026
435	3088068
436	3088230
437	3088254
438	3088352
439	3088446
440	3088470
441	3088644
442	3089052
443	3089132
444	3089295
445	3089415
446	3089510
447	3089646
448	3089813
449	3090326
450	3090439
451	3090504
452	3090548
453	3090652
454	3090776
455	3090827
456	3090944
457	3091106
458	3091923
459	3092132
460	3092197
461	3092301
462	3092703
463	3093115
464	3093767
465	3093800
466	3093932
467	3093994
468	3094188
469	3094447
470	3094581
471	3094835
472	3094982
473	3096140
474	3096459
475	3097420
476	3098819
477	3099524
478	3099723
479	3099896
480	3100839
481	3101656
482	3102511
483	3107112
484	3107732
485	3109622
486	3125576
487	3129568
488	3130906
489	3131056
490	3131189
491	3131374
492	3132049
493	3132493
494	3132852
495	3132950
496	3133045
497	3133191
498	3133289
499	3133393
500	3133397
501	3133504
502	3133508
503	3133705
504	3133821
505	3133875
506	3133953
507	3133959
508	3133968
509	3134035
510	3134093
511	3134149
512	3134266
513	3134266
514	3134351
515	3134427
516	3134452
517	3134547
518	3134754
519	3134890
520	3135014
521	3135053
522	3135068
523	3135188
524	3135265
525	3135266
526	3135415
527	3135600
528	3135613
529	3135702
530	3135888
531	3135897
532	3136035
533	3136084
534	3136097
535	3136199
536	3136290
537	3136408
538	3136413
539	3136472
540	3136504
541	3136610
542	3136681
543	3136715
544	3136817
545	3136834
546	3136908
547	3136914
548	3136920
549	3137054
550	3137075
551	3137139
552	3137262
553	3137296
554	3137382
555	3137400
556	3137489
557	3137497
558	3137507
559	3137566
560	3137604
561	3137643
562	3137728
563	3137738
564	3137787
565	3137797
566	3137864
567	3137909
568	3137991
569	3138030
570	3138037
571	3138072
572	3138106
573	3138228
574	3138327
575	3138333
576	3138403
577	3138436
578	3138549
579	3138570
580	3138592
581	3138616
582	3138766
583	3138797
584	3138820
585	3139010
586	3139058
587	3139065
588	3139080
589	3139154
590	3139258
591	3139310
592	3139319
593	3139490
594	3139494
595	3139580
596	3139707
597	3139765
598	3139781
599	3139790
600	3139863
601	3139893
602	3139984
603	3140235
604	3140357
605	3140367
606	3140610
607	3140622
608	3140704
609	3140921
610	3141005
611	3141118
612	3141321
613	3141430
614	3141445
615	3141489
616	3141891
617	3142244
618	3142448
619	3142743
620	3142768
621	3142923
622	3142964
623	3143013
624	3143226
625	3143375
626	3143435
627	3143529
628	3143740
629	3143831
630	3143934
631	3143946
632	3143992
633	3144025
634	3144104
635	3144355
636	3144665
637	3145006
638	3145090
639	3145135
640	3146108
641	3146266
642	3146315
643	3147076
644	3147191
645	3147358
646	3147521
647	3147771
648	3148557
649	3149688
650	3150117
651	3150522
652	3150577
653	3150725
654	3150972
655	3151047
656	3151154
657	3151241
658	3151566
659	3153568
660	3154122
661	3154279
662	3154814
663	3154999
664	3155033
665	3155447
666	3155973
667	3156225
668	3156410
669	3156530
670	3158363
671	3158561
672	3158613
673	3158850
674	3159197
675	3159348
676	3159503
677	3159727
678	3160017
679	3160103
680	3160199
681	3160249
682	3160308
683	3160445
684	3161245
685	3161501
686	3161521
687	3161528
688	3161921
689	3162452
690	3162610
691	3162643
692	3162984
693	3163084
694	3163117
695	3163253
696	3163420
697	3163641
698	3163841
699	3164643
700	3165003
701	3165038
702	3165241
703	3165272
704	3165412
705	3165576
706	3165718
707	3165909
708	3166424
709	3166558
710	3166608
711	3166774
712	3166776
713	3166845
714	3166978
715	3166986
716	3167086
717	3167144
718	3167187
719	3167190
720	3167285
721	3167321
722	3167357
723	3167476
724	3167513
725	3167528
726	3167580
727	3167642
728	3167698
729	3167710
730	3167727
731	3167729
732	3167838
733	3167884
734	3168046
735	3168080
736	3168279
737	3168346
738	3168486
739	3168583
740	3168642
741	3168712
742	3168718
743	3168954
744	3169110
745	3169228
746	3169281
747	3169310
748	3169438
749	3169573
750	3169706
751	3169730
752	3169770
753	3169930
754	3169950
755	3169983
756	3170038
757	3170075
758	3170129
759	3170130
760	3170230
761	3170275
762	3170359
763	3170382
764	3170515
765	3170626
766	3170703
767	3170844
768	3170963
769	3171040
770	3171140
771	3171147
772	3171284
773	3171325
774	3171327
775	3171446
776	3171512
777	3171641
778	3171680
779	3171705
780	3171770
781	3172001
782	3172254
783	3172278
784	3172452
785	3172603
786	3172646
787	3172737
788	3172827
789	3172843
790	3172998
791	3173138
792	3173527
793	3173543
794	3173701
795	3173748
796	3173780
797	3173897
798	3173982
799	3174524
800	3174994
801	3175509
802	3175636
803	3175765
804	3175961
805	3176141
806	3176344
807	3176387
808	3177338
809	3177491
810	3177748
811	3177783
812	3177943
813	3177945
814	3177978
815	3178008
816	3178413
817	3178678
818	3179076
819	3179337
820	3179458
821	3180007
822	3180118
823	3180420
824	3180890
825	3182620
826	3182855
827	3183017
828	3183180
829	3183705
830	3183816
831	3183881
832	3184600
833	3185350
834	3185431
835	3185447
836	3185503
837	3185595
838	3185742
839	3185892
840	3186601
841	3187848
842	3188055
843	3188232
844	3188248
845	3188362
846	3188731
847	3188906
848	3188985
849	3189077
850	3189831
851	3190110
852	3191333
853	3191793
854	3192304
855	3193744
856	3193958
857	3194517
858	3215370
859	3215425
860	3215643
861	3216014
862	3217425
863	3217784
864	3218934
865	3218980
866	3219526
867	3219664
868	3219876
869	3220089
870	3220256
871	3220283
872	3220307
873	3220431
874	3220569
875	3220771
876	3220792
877	3220797
878	3220986
879	3221088
880	3221120
881	3221196
882	3221362
883	3221445
884	3221455
885	3221507
886	3221622
887	3221667
888	3221699
889	3221772
890	3221954
891	3221980
892	3222074
893	3222114
894	3222126
895	3222200
896	3222259
897	3222304
898	3222311
899	3222383
900	3222418
901	3222486
902	3222500
903	3222652
904	3222652
905	3222702
906	3222712
907	3222741
908	3222825
909	3222853
910	3222932
911	3222961
912	3223087
913	3223153
914	3223302
915	3223357
916	3223360
917	3223394
918	3223538
919	3223547
920	3223620
921	3223638
922	3223750
923	3223769
924	3223791
925	3223804
926	3223847
927	3224003
928	3224007
929	3224024
930	3224051
931	3224197
932	3224217
933	3224242
934	3224260
935	3224343
936	3224421
937	3224423
938	3224440
939	3224474
940	3224510
941	3224571
942	3224633
943	3224704
944	3224725
945	3224774
946	3224832
947	3224841
948	3224892
949	3225001
950	3225026
951	3225028
952	3225031
953	3225106
954	3225162
955	3225212
956	3225410
957	3225489
958	3225511
959	3225611
960	3225627
961	3225687
962	3225713
963	3225789
964	3225854
965	3225911
966	3225943
967	3226005
968	3226046
969	3226217
970	3226277
971	3226400
972	3226447
973	3226519
974	3226526
975	3226690
976	3226727
977	3226749
978	3226853
979	3226919
980	3226968
981	3227073
982	3227145
983	3227162
984	3227215
985	3227355
986	3227393
987	3227539
988	3227730
989	3227760
990	3227948
991	3228116
992	3228322
993	3228352
994	3228358
995	3228411
996	3228477
997	3228520
998	3228590
999	3228713
1000	3228855
1001	3228870
1002	3229122
1003	3229217
1004	3229543
1005	3229851
1006	3229879
1007	3229890
1008	3229999
1009	3230027
1010	3230155
1011	3230181
1012	3230336
1013	3230336
1014	3230361
1015	3230536
1016	3230714
1017	3230791
1018	3230878
1019	3230933
1020	3231033
1021	3231090
1022	3231287
1023	3231298
1024	3231405
1025	3231412
1026	3231475
1027	3231879
1028	3231898
1029	3232056
1030	3232130
1031	3232195
1032	3232856
1033	3233034
1034	3233247
1035	3233461
1036	3233492
1037	3233508
1038	3233676
1039	3234407
1040	3234598
1041	3234671
1042	3234837
1043	3235039
1044	3235107
1045	3237117
1046	3237184
1047	3237523
1048	3237918
1049	3237958
1050	3238194
1051	3238538
1052	3238665
1053	3238682
1054	3238920
1055	3238980
1056	3239190
1057	3239194
1058	3239326
1059	3239567
1060	3240708
1061	3240887
1062	3241308
1063	3242034
1064	3242088
1065	3242204
1066	3242404
1067	3242917
1068	3244530
1069	3244724
1070	3244743
1071	3244800
1072	3244992
1073	3245120
1074	3245586
1075	3245723
1076	3245916
1077	3246240
1078	3246492
1079	3247547
1080	3247843
1081	3248064
1082	3248205
1083	3248339
1084	3248504
1085	3248778
1086	3248843
1087	3249719
1088	3250801
1089	3250938
1090	3251015
1091	3251178
1092	3251261
1093	3251442
1094	3251474
1095	3251669
1096	3251678
1097	3251977
1098	3251983
1099	3252109
1100	3252204
1101	3252304
1102	3252417
1103	3252530
1104	3252753
1105	3252910
1106	3252970
1107	3253145
1108	3253262
1109	3253372
1110	3253466
1111	3253557
1112	3253634
1113	3253824
1114	3253839
1115	3254067
1116	3254078
1117	3254223
1118	3254235
1119	3254433
1120	3254437
1121	3254453
1122	3254607
1123	3254622
1124	3254638
1125	3254647
1126	3254727
1127	3254775
1128	3254974
1129	3255194
1130	3255200
1131	3255397
1132	3255588
1133	3255618
1134	3255805
1135	3255853
1136	3256005
1137	3256019
1138	3256188
1139	3256253
1140	3256255
1141	3256329
1142	3256362
1143	3256399
1144	3256483
1145	3256505
1146	3256524
1147	3256681
1148	3256722
1149	3257235
1150	3257358
1151	3257440
1152	3257562
1153	3257613
1154	3257737
1155	3257747
1156	3257932
1157	3257964
1158	3258043
1159	3258218
1160	3258230
1161	3258242
1162	3258411
1163	3258518
1164	3258561
1165	3258637
1166	3258750
1167	3258764
1168	3259013
1169	3259184
1170	3259283
1171	3259389
1172	3259443
1173	3259468
1174	3259692
1175	3259707
1176	3259828
1177	3260157
1178	3260208
1179	3260341
1180	3260792
1181	3261150
1182	3261289
1183	3261589
1184	3261665
1185	3261848
1186	3261986
1187	3262126
1188	3262275
1189	3262302
1190	3262340
1191	3262410
1192	3262544
1193	3262551
1194	3262563
1195	3262686
1196	3262728
1197	3262740
1198	3262906
1199	3263011
1200	3263110
1201	3263170
1202	3263300
1203	3263316
1204	3263417
1205	3263474
1206	3263587
1207	3263767
1208	3263781
1209	3263812
1210	3263964
1211	3263987
1212	3264135
1213	3264182
1214	3264206
1215	3264369
1216	3264455
1217	3264713
1218	3264809
1219	3264831
1220	3265026
1221	3265337
1222	3265523
1223	3265932
1224	3266105
1225	3266355
1226	3267280
1227	3267589
1228	3267620
1229	3267951
1230	3268081
1231	3268100
1232	3268129
1233	3268262
1234	3268323
1235	3268809
1236	3270126
1237	3270172
1238	3270275
1239	3270596
1240	3271152
1241	3271314
1242	3271627
1243	3272861
1244	3272974
1245	3273178
1246	3274737
1247	3275188
1248	3275325
1249	3275936
1250	3276364
1251	3276793
1252	3278443
1253	3278697
1254	3281851
1255	3282475
1256	3285659
1257	3301525
1258	3302599
1259	3303719
1260	3304378
1261	3304490
1262	3304738
1263	3305520
1264	3305531
1265	3306021
1266	3306178
1267	3306219
1268	3306221
1269	3306372
1270	3306459
1271	3306575
1272	3306600
1273	3306726
1274	3306889
1275	3306977
1276	3307018
1277	3307089
1278	3307669
1279	3307678
1280	3307848
1281	3307894
1282	3308099
1283	3308308
1284	3308323
1285	3308524
1286	3308535
1287	3308586
1288	3308592
1289	3308638
1290	3308657
1291	3308731
1292	3308744
1293	3308773
1294	3308822
1295	3308875
1296	3308890
1297	3309005
1298	3309005
1299	3309177
1300	3309236
1301	3309332
1302	3309358
1303	3309459
1304	3309530
1305	3309532
1306	3309547
1307	3309630
1308	3309681
1309	3309737
1310	3309763
1311	3309776
1312	3309813
1313	3309843
1314	3310021
1315	3310045
1316	3310145
1317	3310162
1318	3310236
1319	3310353
1320	3310443
1321	3310466
1322	3310502
1323	3310587
1324	3310601
1325	3310621
1326	3310663
1327	3310677
1328	3310791
1329	3310830
1330	3310846
1331	3310865
1332	3310967
1333	3310998
1334	3311063
1335	3311075
1336	3311148
1337	3311183
1338	3311219
1339	3311232
1340	3311257
1341	3311336
1342	3311431
1343	3311431
1344	3311582
1345	3311605
1346	3311609
1347	3311678
1348	3311721
1349	3311767
1350	3311809
1351	3311894
1352	3311896
1353	3312002
1354	3312061
1355	3312100
1356	3312153
1357	3312229
1358	3312232
1359	3312329
1360	3312366
1361	3312506
1362	3312554
1363	3312606
1364	3312701
1365	3312803
1366	3313046
1367	3313063
1368	3313299
1369	3313721
1370	3314235
1371	3314267
1372	3314302
1373	3314416
1374	3314477
1375	3314913
1376	3314946
1377	3315215
1378	3315289
1379	3315308
1380	3315474
1381	3315677
1382	3315709
1383	3315993
1384	3316196
1385	3316207
1386	3316209
1387	3316238
1388	3316306
1389	3316420
1390	3316519
1391	3316685
1392	3317062
1393	3317745
1394	3317756
1395	3317838
1396	3318054
1397	3318301
1398	3319092
1399	3319310
1400	3319846
1401	3320021
1402	3320143
1403	3320365
1404	3320391
1405	3321247
1406	3321356
1407	3321418
1408	3322068
1409	3322241
1410	3322623
1411	3323591
1412	3323680
1413	3323782
1414	3323948
1415	3324135
1416	3324417
1417	3324665
1418	3324694
1419	3324930
1420	3325076
1421	3325201
1422	3325411
1423	3325486
1424	3325533
1425	3325576
1426	3325724
1427	3325799
1428	3326157
1429	3326349
1430	3326987
1431	3327164
1432	3327166
1433	3327211
1434	3328005
1435	3328585
1436	3328647
1437	3328829
1438	3330503
1439	3330616
1440	3330888
1441	3330975
1442	3331443
1443	3332521
1444	3334145
1445	3334888
1446	3334907
1447	3335050
1448	3335947
1449	3336106
1450	3336145
1451	3336348
1452	3336357
1453	3336575
1454	3337285
1455	3337295
1456	3337450
1457	3337627
1458	3337769
1459	3337796
1460	3337800
1461	3337931
1462	3337936
1463	3337981
1464	3337985
1465	3338026
1466	3338129
1467	3338170
1468	3338322
1469	3338357
1470	3338561
1471	3338647
1472	3339186
1473	3339384
1474	3339562
1475	3339595
1476	3339761
1477	3339783
1478	3339952
1479	3339968
1480	3339978
1481	3339984
1482	3340232
1483	3340500
1484	3340501
1485	3340535
1486	3340738
1487	3340820
1488	3341019
1489	3341318
1490	3341398
1491	3341449
1492	3341522
1493	3341539
1494	3341558
1495	3341627
1496	3341782
1497	3341892
1498	3341951
1499	3342070
1500	3342205
1501	3342542
1502	3342558
1503	3342745
1504	3342773
1505	3342804
1506	3342898
1507	3342960
1508	3343109
1509	3343154
1510	3343302
1511	3343334
1512	3343601
1513	3343773
1514	3343962
1515	3344040
1516	3344042
1517	3344432
1518	3344439
1519	3344564
1520	3344860
1521	3345044
1522	3345216
1523	3345253
1524	3345409
1525	3345775
1526	3345801
1527	3345892
1528	3345987
1529	3346128
1530	3346281
1531	3346441
1532	3346674
1533	3346698
1534	3346715
1535	3346864
1536	3347145
1537	3347488
1538	3347993
1539	3348504
1540	3348707
1541	3348880
1542	3348910
1543	3348942
1544	3349124
1545	3349545
1546	3350148
1547	3350196
1548	3350730
1549	3351515
1550	3351742
1551	3351802
1552	3352195
1553	3352561
1554	3352736
1555	3353019
1556	3353088
1557	3353637
1558	3353641
1559	3353642
1560	3353757
1561	3354117
1562	3354312
1563	3355126
1564	3355190
1565	3355756
1566	3355925
1567	3356653
1568	3356677
1569	3356746
1570	3356782
1571	3356893
1572	3357079
1573	3357196
1574	3357272
1575	3357282
1576	3357464
1577	3357737
1578	3358116
1579	3359300
1580	3361230
1581	3373923
1582	3387589
1583	3387777
1584	3388196
1585	3388618
1586	3388912
1587	3389859
1588	3391278
1589	3391415
1590	3392950
1591	3393076
1592	3393232
1593	3393395
1594	3393464
1595	3393825
1596	3394047
1597	3394114
1598	3394274
1599	3394840
1600	3394992
1601	3395557
1602	3396082
1603	3397184
1604	3397308
1605	3397358
1606	3397446
1607	3397505
1608	3397721
1609	3397786
1610	3397823
1611	3398128
1612	3398445
1613	3399026
1614	3400462
1615	3400833
1616	3401269
1617	3401279
1618	3401429
1619	3401584
1620	3401740
1621	3402305
1622	3402720
1623	3403202
1624	3403307
1625	3404310
1626	3404327
1627	3404450
1628	3404629
1629	3404629
1630	3404810
1631	3404870
1632	3404934
1633	3405033
1634	3405232
1635	3405406
1636	3406052
1637	3407859
1638	3407981
1639	3408053
1640	3408078
1641	3408257
1642	3408441
1643	3408549
1644	3408584
1645	3408987
1646	3409322
1647	3409420
1648	3409523
1649	3410184
1650	3411111
1651	3411305
1652	3411325
1653	3411666
1654	3411841
1655	3412024
1656	3412048
1657	3412615
1658	3412909
1659	3413390
1660	3414631
1661	3414900
1662	3414945
1663	3415051
1664	3415223
1665	3415415
1666	3415549
1667	3416228
1668	3417092
1669	3417480
1670	3417596
1671	3417614
1672	3418503
1673	3418768
1674	3418777
1675	3418884
1676	3419793
1677	3420139
1678	3420228
1679	3420598
1680	3421032
1681	3422818
1682	3422828
1683	3423486
1684	3423676
1685	3423857
1686	3424230
1687	3424616
1688	3425463
1689	3425620
1690	3425806
1691	3425818
1692	3426407
1693	3426918
1694	3427438
1695	3427592
1696	3427793
1697	3427945
1698	3428849
1699	3429231
1700	3429387
1701	3429449
1702	3429598
1703	3429701
1704	3429715
1705	3429826
1706	3429867
1707	3430047
1708	3430122
1709	3430220
1710	3430239
1711	3430386
1712	3430573
1713	3430909
1714	3430933
1715	3431088
1716	3431472
1717	3431796
1718	3431863
1719	3432009
1720	3432530
1721	3432658
1722	3432688
1723	3432835
1724	3432837
1725	3433042
1726	3433210
1727	3433214
1728	3433378
1729	3433508
1730	3433621
1731	3433788
1732	3434202
1733	3434444
1734	3434562
1735	3434627
1736	3435250
1737	3435346
1738	3435591
1739	3436323
1740	3436836
1741	3436861
1742	3437034
1743	3437039
1744	3437368
1745	3437488
1746	3438253
1747	3438468
1748	3438645
1749	3439005
1750	3439998
1751	3440350
1752	3440622
1753	3440860
1754	3440936
1755	3441023
1756	3441663
1757	3441942
1758	3442248
1759	3442823
1760	3442897
1761	3443830
1762	3444495
1763	3445004
1764	3445246
1765	3445381
1766	3445888
1767	3446214
1768	3447060
1769	3447345
1770	3448215
1771	3448374
1772	3448421
1773	3449488
1774	3450059
1775	3452930
1776	3453754
1777	3454978
1778	3455481
1779	3474011
1780	3474162
1781	3474570
1782	3474733
1783	3475932
1784	3477327
1785	3478280
1786	3479737
1787	3479844
1788	3480252
1789	3480421
1790	3480961
1791	3483478
1792	3484005
1793	3484038
1794	3484201
1795	3484842
1796	3485079
1797	3486462
1798	3486963
1799	3486969
1800	3487459
1801	3487560
1802	3488228
1803	3488667
1804	3489440
1805	3489587
1806	3489870
1807	3490495
1808	3490675
1809	3491057
1810	3491134
1811	3491209
1812	3491266
1813	3491831
1814	3492168
1815	3492808
1816	3493013
1817	3494205
1818	3494376
1819	3494549
1820	3494664
1821	3494780
1822	3494839
1823	3495093
1824	3495095
1825	3495512
1826	3495806
1827	3496636
1828	3497301
1829	3497418
1830	3497569
1831	3497827
1832	3497992
1833	3498084
1834	3498224
1835	3498610
1836	3498908
1837	3499270
1838	3499274
1839	3499375
1840	3500181
1841	3500259
1842	3500383
1843	3500721
1844	3500832
1845	3501224
1846	3501397
1847	3501569
1848	3501657
1849	3501780
1850	3501888
1851	3502242
1852	3502559
1853	3502914
1854	3503021
1855	3503295
1856	3503382
1857	3503622
1858	3504415
1859	3504669
1860	3504883
1861	3505055
1862	3505124
1863	3505327
1864	3505461
1865	3505536
1866	3505715
1867	3505844
1868	3506193
1869	3506445
1870	3506984
1871	3507443
1872	3509278
1873	3510453
1874	3510478
1875	3510779
1876	3511041
1877	3512167
1878	3512389
1879	3512747
1880	3512831
1881	3512935
1882	3512942
1883	3512980
1884	3513139
1885	3513140
1886	3513277
1887	3513295
1888	3513311
1889	3513687
1890	3513831
1891	3515358
1892	3515651
1893	3515835
1894	3515840
1895	3516243
1896	3516417
1897	3517302
1898	3517335
1899	3517509
1900	3517801
1901	3517911
1902	3519340
1903	3519492
1904	3519832
1905	3520962
1906	3521623
1907	3522875
1908	3523039
1909	3523244
1910	3523508
1911	3523627
1912	3523692
1913	3523855
1914	3524562
1915	3524798
1916	3525474
1917	3525582
1918	3525852
1919	3526354
1920	3526558
1921	3526716
1922	3527443
1923	3527898
1924	3528055
1925	3528467
1926	3529195
1927	3530194
1928	3530226
1929	3530232
1930	3530782
1931	3530901
1932	3530958
1933	3531067
1934	3531952
1935	3532092
1936	3532274
1937	3532825
1938	3533806
1939	3533979
1940	3534541
1941	3535353
1942	3538632
1943	3540189
1944	3541035
1945	3558672
1946	3562382
1947	3563901
1948	3564535
1949	3564845
1950	3564890
1951	3565013
1952	3565096
1953	3565510
1954	3565640
1955	3565655
1956	3565674
1957	3565827
1958	3565848
1959	3565859
1960	3565975
1961	3566022
1962	3566192
1963	3566201
1964	3566230
1965	3566325
1966	3566390
1967	3566428
1968	3566740
1969	3566963
1970	3567132
1971	3567180
1972	3567246
1973	3567383
1974	3567403
1975	3567523
1976	3567603
1977	3567678
1978	3567709
1979	3567825
1980	3567946
1981	3567976
1982	3568011
1983	3568066
1984	3568087
1985	3568095
1986	3568152
1987	3568282
1988	3568286
1989	3568327
1990	3568375
1991	3568460
1992	3568483
1993	3568517
1994	3568527
1995	3568612
1996	3568614
1997	3568681
1998	3568704
1999	3568744
2000	3568744
2001	3568864
2002	3568908
2003	3568930
2004	3568984
2005	3569025
2006	3569078
2007	3569079
2008	3569093
2009	3569236
2010	3569277
2011	3569330
2012	3569402
2013	3569462
2014	3569500
2015	3569518
2016	3569550
2017	3569651
2018	3569676
2019	3569690
2020	3569695
2021	3569822
2022	3569860
2023	3569883
2024	3569902
2025	3569966
2026	3570045
2027	3570071
2028	3570097
2029	3570124
2030	3570187
2031	3570201
2032	3570218
2033	3570277
2034	3570293
2035	3570322
2036	3570390
2037	3570444
2038	3570465
2039	3570474
2040	3570519
2041	3570542
2042	3570680
2043	3570686
2044	3570774
2045	3570831
2046	3570843
2047	3570862
2048	3570928
2049	3571026
2050	3571085
2051	3571097
2052	3571190
2053	3571212
2054	3571236
2055	3571377
2056	3571387
2057	3571388
2058	3571470
2059	3571545
2060	3571597
2061	3571621
2062	3571663
2063	3571815
2064	3571841
2065	3571849
2066	3572026
2067	3572035
2068	3572045
2069	3572082
2070	3572217
2071	3572252
2072	3572313
2073	3572357
2074	3572434
2075	3572607
2076	3572676
2077	3572699
2078	3572894
2079	3573330
2080	3573396
2081	3573606
2082	3573610
2083	3573726
2084	3574568
2085	3575321
2086	3575534
2087	3575734
2088	3575806
2089	3575926
2090	3576156
2091	3576194
2092	3576340
2093	3576546
2094	3576817
2095	3576836
2096	3577047
2097	3577117
2098	3577446
2099	3577622
2100	3577800
2101	3578865
2102	3579045
2103	3579142
2104	3579240
2105	3580541
2106	3582101
2107	3582541
2108	3582593
2109	3582659
2110	3582664
2111	3582719
2112	3582827
2113	3582968
2114	3583154
2115	3583655
2116	3584001
2117	3584554
2118	3584744
2119	3584834
2120	3584998
2121	3585028
2122	3585045
2123	3585770
2124	3586246
2125	3586420
2126	3586574
2127	3586668
2128	3586689
2129	3586963
2130	3587101
2131	3587868
2132	3587981
2133	3588387
2134	3588546
2135	3588601
2136	3588763
2137	3588928
2138	3589095
2139	3589391
2140	3589718
